customer_id,customer_name,age_group,customer_type,loyalty_tier,home_estate,distance_to_store_km
C01085,Muthoni Kariuki,26-35,New,Bronze,Kahawa Sukari,2.4
C01086,Kariuki Kamau,36-45,Premium,Gold,Ruiru Sports Club,4.6
C01087,Akinyi Juma,26-35,Occasional,Gold,Githurai 45,1.2
C01088,Omondi Omondi,46-55,Regular,Silver,Mwiki,4.0
C01089,Okoth Kiplagat,36-45,Regular,Bronze,Mwiki,1.8
C01090,Simiyu Kamau,46-55,New,Bronze,Mwiki,2.1
C01091,Okoth Njeri,36-45,Occasional,Bronze,Kahawa Sukari,3.3
C01092,Okoth Mwangi,56+,New,Bronze,Kahawa Wendani,6.2
C01093,Mutiso Kariuki,36-45,Regular,Bronze,Ruiru Town Center,6.1
C01094,Juma Njoroge,56+,Premium,Bronze,Ruiru Sports Club,3.6
C01095,Nyambura Akinyi,18-25,Occasional,Silver,Ruiru Town Center,1.4
C01096,Wanjala Njeri,56+,Occasional,Bronze,Ndenderu,2.6
C01097,Wairimu Wairimu,18-25,Premium,Silver,Ruiru Town Center,4.3
C01098,Mumbi Adhiambo,18-25,Occasional,Bronze,Ndenderu,7.0
C01099,Akinyi Njeri,46-55,New,Bronze,Mwiki,7.8
C01100,Kipchoge Nyambura,46-55,Regular,Bronze,Kahawa Wendani,5.3
C01101,Wairimu Njeri,26-35,New,Bronze,Kimbo,3.1
C01102,Akinyi Akinyi,46-55,Occasional,Silver,Kahawa Wendani,5.7
C01103,Adhiambo Kiplagat,46-55,Regular,Silver,Kimbo,3.0
C01104,Were Wanjiku,46-55,Regular,Silver,Green Valley,5.2
C01105,Njeri Kariuki,46-55,Regular,Silver,Kimbo,2.3
C01106,Mwangi Wairimu,18-25,Regular,Bronze,Kihara,2.5
C01107,Okoth Mwangi,18-25,Premium,Bronze,Green Valley,1.1
C01108,Chebet Ochieng,18-25,New,Silver,Githurai Kimbo,3.7
C01109,Kiplagat Omondi,46-55,Premium,Silver,Ruiru Sports Club,5.1
C01110,Wanjala Otieno,46-55,Regular,Bronze,Githurai 44,6.4
C01111,Wairimu Chebet,46-55,Regular,Bronze,Kahawa Sukari,6.6
C01112,Njoroge Muthoni,26-35,Regular,Bronze,Mwiki,7.9
C01113,Omondi Mumbi,36-45,New,Bronze,Kahawa Sukari,1.2
C01114,Kariuki Wambui,56+,Occasional,Silver,Mwiki,4.2
C01115,Nyambura Muthoni,18-25,Regular,Gold,Githurai 44,4.4
C01116,Achieng Muthoni,26-35,Regular,Silver,Ruiru Sports Club,6.5
C01117,Maina Wanjiku,36-45,Occasional,Bronze,Kimbo,2.5
C01118,Omondi Maina,46-55,Occasional,Silver,Kahawa Wendani,1.0
C01119,Wanjiku Mumbi,36-45,Regular,Gold,Mwiki,2.9
C01120,Simiyu Wairimu,26-35,Occasional,Bronze,Ruiru Town Center,7.9
C01121,Hassan Wanjala,46-55,Regular,Gold,Githurai 45,7.2
C01122,Wanjiku Juma,36-45,Regular,Silver,Ruiru Town Center,3.5
C01123,Kamau Maina,26-35,Occasional,Gold,Ndenderu,7.1
C01124,Njoroge Chebet,46-55,Regular,Bronze,Kimbo,0.7
C01125,Mwangi Kiplagat,36-45,Regular,Gold,Green Valley,2.9
C01126,Were Kipchoge,18-25,Occasional,Bronze,Kimbo,6.0
C01127,Njoroge Njeri,26-35,Occasional,Silver,Ruiru CBD,2.2
C01128,Maina Njoroge,36-45,Regular,Bronze,Mwiki,2.0
C01129,Muthoni Wairimu,56+,Regular,Silver,Ndenderu,7.0
C01130,Juma Mutiso,46-55,Regular,Silver,Kimbo,5.1
C01131,Hassan Njeri,18-25,Regular,Silver,Green Valley,7.9
C01132,Muthoni Wambui,36-45,Occasional,Silver,Mwiki,1.5
C01133,Achieng Otieno,18-25,Occasional,Bronze,Kihara,3.2
C01134,Nyambura Okoth,36-45,Regular,Silver,Githurai Kimbo,2.8
C01135,Were Kariuki,26-35,Occasional,Gold,Githurai 45,7.1
C01136,Okoth Hassan,18-25,Occasional,Silver,Kahawa Wendani,2.4
C01137,Kariuki Mwangi,46-55,Regular,Bronze,Kihara,3.2
C01138,Simiyu Akinyi,56+,Regular,Gold,Kahawa Wendani,1.6
C01139,Otieno Were,18-25,Regular,Bronze,Kihara,6.3
C01140,Njeri Akinyi,56+,Regular,Silver,Githurai 44,2.3
C01141,Njoroge Were,56+,Regular,Bronze,Kahawa Sukari,1.0
C01142,Njoroge Nyambura,18-25,Regular,Bronze,Githurai 44,3.8
C01143,Otieno Mwangi,46-55,Regular,Bronze,Githurai 45,3.4
C01144,Kamau Mutiso,46-55,Occasional,Platinum,Ruiru Town Center,1.8
C01145,Were Wanjala,36-45,Regular,Bronze,Kahawa Sukari,1.5
C01146,Mumbi Kinyua,46-55,Occasional,Bronze,Ruiru Town Center,7.2
C01147,Simiyu Hassan,56+,Regular,Bronze,Mwiki,1.0
C01148,Chebet Muthoni,26-35,Regular,Bronze,Kimbo,1.2
C01149,Omondi Muthoni,18-25,Regular,Bronze,Githurai Kimbo,2.3
C01150,Simiyu Kamau,36-45,Occasional,Bronze,Ruiru CBD,7.6
C01151,Nyambura Njoroge,56+,Occasional,Gold,Ruiru Town Center,1.1
C01152,Kariuki Wairimu,46-55,New,Bronze,Kahawa Sukari,6.6
C01153,Omondi Were,26-35,Occasional,Bronze,Kimbo,7.2
C01154,Wanjala Wanjala,18-25,Occasional,Bronze,Ruiru CBD,3.3
C01155,Simiyu Ochieng,56+,Premium,Silver,Ruiru Sports Club,2.7
C01156,Njoroge Wambui,18-25,Occasional,Gold,Kahawa Sukari,5.6
C01157,Ochieng Wairimu,46-55,New,Silver,Ndenderu,5.8
C01158,Mumbi Kipchoge,46-55,Occasional,Bronze,Ruiru Town Center,6.3
C01159,Maina Otieno,36-45,Occasional,Silver,Githurai Kimbo,6.7
C01160,Abdullah Juma,26-35,Occasional,Bronze,Ndenderu,2.5
C01161,Akinyi Kariuki,36-45,New,Silver,Githurai Kimbo,5.7
C01162,Otieno Njoroge,36-45,Regular,Bronze,Githurai Kimbo,1.5
C01163,Kiplagat Kinyua,46-55,New,Silver,Ruiru CBD,4.3
C01164,Njoroge Kariuki,36-45,Regular,Gold,Ruiru Sports Club,5.1
C01165,Abdullah Wairimu,46-55,Occasional,Silver,Ruiru Town Center,1.7
C01166,Kiplagat Wairimu,26-35,Regular,Bronze,Githurai 44,1.1
C01167,Njoroge Wambui,36-45,Occasional,Gold,Ruiru Sports Club,2.0
C01168,Nyambura Kipchoge,36-45,Occasional,Silver,Ndenderu,3.7
C01169,Njeri Kiplagat,56+,Occasional,Silver,Kihara,7.2
C01170,Kipchoge Abdullah,46-55,Regular,Silver,Ndenderu,4.5
C01171,Abdullah Kiplagat,46-55,Premium,Bronze,Green Valley,6.1
C01172,Wanjala Muthoni,26-35,Premium,Silver,Ruiru Town Center,1.8
C01173,Adhiambo Mwangi,56+,New,Silver,Kahawa Wendani,1.3
C01174,Njeri Mutiso,46-55,Occasional,Gold,Kihara,2.3
C01175,Simiyu Kipchoge,36-45,Occasional,Silver,Githurai 45,2.9
C01176,Mwangi Okoth,18-25,Regular,Silver,Kimbo,4.6
C01177,Juma Kamau,36-45,Regular,Gold,Kihara,7.1
C01178,Akinyi Wanjiku,46-55,Regular,Bronze,Ndenderu,3.7
C01179,Kariuki Were,46-55,Occasional,Bronze,Ndenderu,4.4
C01180,Simiyu Adhiambo,56+,Regular,Silver,Ruiru Sports Club,0.5
C01181,Hassan Adhiambo,36-45,Occasional,Bronze,Mwiki,0.7
C01182,Achieng Wairimu,36-45,Regular,Bronze,Mwiki,1.1
C01183,Muthoni Juma,46-55,Regular,Gold,Mwiki,5.7
C01184,Wambui Hassan,18-25,New,Silver,Githurai 45,4.1
C01185,Achieng Maina,46-55,Occasional,Gold,Kahawa Sukari,1.9
C01186,Okoth Omondi,36-45,New,Gold,Ruiru CBD,4.9
C01187,Kiplagat Otieno,46-55,Regular,Silver,Githurai 44,4.6
C01188,Maina Maina,18-25,Regular,Bronze,Kahawa Wendani,1.2
C01189,Maina Wanjiku,46-55,Occasional,Bronze,Ndenderu,5.3
C01190,Achieng Wanjala,56+,Regular,Silver,Kihara,6.3
C01191,Mutiso Kariuki,26-35,Occasional,Silver,Githurai 44,2.6
C01192,Wanjala Akinyi,46-55,Occasional,Bronze,Ruiru CBD,5.7
C01193,Chebet Kinyua,46-55,Occasional,Silver,Mwiki,2.0
C01194,Kinyua Muthoni,56+,New,Bronze,Ndenderu,6.2
C01195,Kinyua Kipchoge,36-45,Regular,Gold,Ruiru Sports Club,7.3
C01196,Wanjiku Were,26-35,New,Silver,Githurai Kimbo,3.8
C01197,Kiplagat Wairimu,26-35,Regular,Silver,Green Valley,2.3
C01198,Chebet Wanjiku,26-35,Occasional,Bronze,Githurai Kimbo,3.5
C01199,Hassan Kiplagat,26-35,Occasional,Gold,Mwiki,2.4
C01200,Wanjala Wanjiku,36-45,New,Bronze,Githurai Kimbo,0.5
C01201,Otieno Akinyi,18-25,Occasional,Bronze,Ndenderu,5.4
C01202,Achieng Okoth,56+,Occasional,Bronze,Githurai 44,0.8
C01203,Adhiambo Mwangi,46-55,Occasional,Bronze,Ndenderu,2.1
C01204,Wambui Kinyua,26-35,New,Bronze,Mwiki,5.9
C01205,Nyambura Otieno,18-25,Occasional,Silver,Kihara,5.5
C01206,Otieno Achieng,46-55,New,Gold,Ndenderu,1.0
C01207,Wambui Juma,26-35,Regular,Silver,Githurai Kimbo,5.5
C01208,Muthoni Akinyi,26-35,Occasional,Bronze,Ruiru Sports Club,7.5
C01209,Njoroge Abdullah,46-55,Occasional,Bronze,Ruiru CBD,1.1
C01210,Wairimu Omondi,56+,Regular,Gold,Kahawa Wendani,3.6
C01211,Chebet Kinyua,36-45,Regular,Bronze,Githurai Kimbo,6.0
C01212,Kamau Chebet,36-45,Regular,Silver,Ruiru CBD,5.5
C01213,Kiplagat Abdullah,56+,Occasional,Silver,Green Valley,2.2
C01214,Wambui Nyambura,18-25,Regular,Silver,Green Valley,1.7
C01215,Akinyi Simiyu,36-45,Regular,Silver,Githurai 44,6.4
C01216,Njoroge Mutiso,56+,Occasional,Bronze,Githurai 45,7.7
C01217,Njeri Mutiso,36-45,Occasional,Bronze,Ruiru CBD,6.3
C01218,Wanjala Mwangi,36-45,Occasional,Silver,Githurai 45,7.7
C01219,Omondi Mumbi,26-35,Regular,Bronze,Ruiru Sports Club,5.0
C01220,Njeri Wanjala,18-25,Regular,Silver,Ndenderu,7.5
C01221,Ochieng Maina,46-55,Occasional,Bronze,Githurai 45,5.7
C01222,Chebet Kamau,18-25,New,Silver,Kahawa Sukari,7.3
C01223,Nyambura Okoth,56+,Occasional,Gold,Kahawa Sukari,1.7
C01224,Muthoni Omondi,18-25,Regular,Silver,Mwiki,6.6
C01225,Muthoni Muthoni,36-45,Regular,Bronze,Kimbo,2.0
C01226,Chebet Muthoni,56+,Regular,Silver,Ruiru Town Center,0.7
C01227,Otieno Mwangi,56+,Occasional,Silver,Ruiru Sports Club,4.4
C01228,Akinyi Kinyua,26-35,Regular,Silver,Green Valley,2.9
C01229,Wairimu Kinyua,56+,Occasional,Bronze,Githurai Kimbo,0.8
C01230,Njoroge Kariuki,26-35,Regular,Bronze,Githurai Kimbo,7.9
C01231,Simiyu Muthoni,26-35,Premium,Gold,Ruiru Town Center,5.5
C01232,Mwangi Kinyua,46-55,Regular,Silver,Ruiru CBD,7.3
C01233,Abdullah Kinyua,18-25,Premium,Gold,Green Valley,8.0
C01234,Kiplagat Mutiso,18-25,Premium,Silver,Ruiru Sports Club,3.4
C01235,Were Ochieng,56+,Premium,Platinum,Green Valley,2.4
C01236,Chebet Achieng,46-55,New,Silver,Kahawa Wendani,1.9
C01237,Okoth Adhiambo,36-45,Premium,Gold,Ruiru Sports Club,4.4
C01238,Wairimu Njeri,46-55,Regular,Gold,Githurai 44,5.0
C01239,Kariuki Okoth,18-25,Regular,Gold,Mwiki,4.0
C01240,Kiplagat Mutiso,26-35,Occasional,Bronze,Ruiru CBD,3.4
C01241,Okoth Maina,26-35,Occasional,Gold,Kihara,1.8
C01242,Muthoni Njoroge,18-25,Regular,Silver,Mwiki,3.8
C01243,Chebet Simiyu,36-45,Occasional,Silver,Ndenderu,1.1
C01244,Ochieng Njeri,18-25,Regular,Silver,Ruiru CBD,7.0
C01245,Kariuki Njeri,18-25,Occasional,Silver,Ruiru Town Center,0.9
C01246,Simiyu Nyambura,26-35,New,Silver,Githurai 44,3.4
C01247,Mutiso Wanjiku,56+,Regular,Silver,Kahawa Sukari,1.3
C01248,Okoth Kiplagat,46-55,Regular,Gold,Ruiru CBD,6.3
C01249,Muthoni Kiplagat,36-45,Regular,Bronze,Kimbo,2.8
C01250,Omondi Otieno,56+,Regular,Silver,Githurai 44,1.3
C01251,Njoroge Maina,18-25,Regular,Silver,Kimbo,4.5
C01252,Wanjiku Wanjala,56+,Regular,Bronze,Githurai 44,7.4
C01253,Mumbi Adhiambo,46-55,Occasional,Bronze,Kihara,7.3
C01254,Kiplagat Mutiso,56+,Occasional,Gold,Githurai 45,2.4
C01255,Mwangi Wanjala,18-25,Regular,Bronze,Kimbo,5.9
C01256,Omondi Akinyi,56+,Regular,Silver,Kahawa Wendani,0.7
C01257,Njoroge Nyambura,26-35,Regular,Bronze,Mwiki,1.5
C01258,Abdullah Kinyua,26-35,Regular,Silver,Kahawa Sukari,4.2
C01259,Mumbi Kariuki,36-45,Occasional,Bronze,Kimbo,2.2
C01260,Wambui Otieno,18-25,Regular,Gold,Ruiru Sports Club,6.5
C01261,Akinyi Kinyua,36-45,Regular,Bronze,Kahawa Wendani,7.5
C01262,Kinyua Okoth,36-45,Occasional,Bronze,Kihara,0.5
C01263,Abdullah Okoth,18-25,Occasional,Silver,Githurai Kimbo,2.2
C01264,Maina Ochieng,26-35,New,Bronze,Kahawa Sukari,3.8
C01265,Okoth Wanjala,26-35,Regular,Gold,Ruiru Sports Club,4.7
C01266,Were Abdullah,18-25,New,Bronze,Ndenderu,7.4
C01267,Abdullah Mwangi,26-35,Regular,Bronze,Kahawa Sukari,7.2
C01268,Hassan Abdullah,56+,New,Bronze,Kahawa Sukari,5.3
C01269,Kipchoge Kinyua,56+,Regular,Silver,Ruiru Sports Club,2.4
C01270,Adhiambo Otieno,26-35,Regular,Silver,Kimbo,6.4
C01271,Mwangi Hassan,46-55,Occasional,Gold,Kimbo,2.0
C01272,Adhiambo Juma,46-55,Regular,Bronze,Kihara,7.7
C01273,Kinyua Were,26-35,Regular,Silver,Green Valley,0.5
C01274,Kinyua Achieng,18-25,Occasional,Bronze,Kahawa Sukari,4.8
C01275,Wairimu Adhiambo,36-45,Regular,Silver,Kahawa Sukari,1.2
C01276,Simiyu Juma,36-45,New,Gold,Ruiru CBD,3.6
C01277,Kipchoge Kiplagat,56+,Occasional,Gold,Mwiki,5.3
C01278,Wairimu Kipchoge,56+,Occasional,Silver,Mwiki,5.7
C01279,Juma Juma,26-35,New,Bronze,Githurai 45,6.4
C01280,Wanjiku Omondi,46-55,Regular,Silver,Kihara,4.9
C01281,Abdullah Otieno,56+,Occasional,Silver,Kahawa Sukari,2.4
C01282,Abdullah Wambui,26-35,New,Bronze,Githurai 45,7.2
C01283,Nyambura Nyambura,46-55,Occasional,Gold,Githurai Kimbo,6.6
C01284,Maina Mumbi,46-55,Occasional,Bronze,Githurai 44,1.7
C01285,Kinyua Abdullah,46-55,New,Bronze,Mwiki,6.7
C01286,Simiyu Njeri,36-45,Regular,Silver,Mwiki,7.8
C01287,Wanjiku Juma,56+,Regular,Gold,Kahawa Sukari,5.3
C01288,Wambui Kamau,46-55,Premium,Gold,Ruiru Sports Club,2.6
C01289,Hassan Adhiambo,36-45,New,Bronze,Kahawa Sukari,5.0
C01290,Njoroge Njeri,18-25,Regular,Gold,Ruiru CBD,3.1
C01291,Ochieng Nyambura,46-55,Occasional,Gold,Ruiru Sports Club,5.6
C01292,Maina Abdullah,46-55,New,Silver,Kahawa Sukari,4.6
C01293,Were Muthoni,56+,Regular,Silver,Mwiki,7.5
C01294,Muthoni Njoroge,36-45,Regular,Silver,Ruiru CBD,5.1
C01295,Wanjiku Abdullah,36-45,Regular,Gold,Kimbo,2.1
C01296,Wambui Mumbi,36-45,Regular,Bronze,Githurai 45,5.9
C01297,Kamau Kinyua,18-25,Regular,Silver,Green Valley,2.8
C01298,Adhiambo Mutiso,46-55,New,Gold,Kimbo,2.5
C01299,Abdullah Wanjala,56+,Regular,Platinum,Ruiru Sports Club,3.4
C01300,Wanjiku Wambui,46-55,New,Gold,Kihara,0.6
C01301,Juma Mutiso,36-45,Premium,Bronze,Ruiru Town Center,7.8
C01302,Akinyi Muthoni,46-55,Premium,Bronze,Green Valley,4.5
C01303,Abdullah Wairimu,56+,Occasional,Bronze,Githurai 44,6.3
C01304,Njeri Ochieng,56+,Occasional,Gold,Kimbo,2.4
C01305,Omondi Nyambura,18-25,Regular,Bronze,Kahawa Wendani,6.1
C01306,Maina Otieno,18-25,Premium,Bronze,Green Valley,4.8
C01307,Mumbi Akinyi,26-35,New,Silver,Kahawa Sukari,3.7
C01308,Ochieng Muthoni,46-55,Regular,Silver,Ndenderu,7.8
C01309,Kamau Mutiso,46-55,New,Gold,Kihara,4.2
C01310,Mutiso Maina,36-45,New,Bronze,Githurai 44,5.4
C01311,Kiplagat Akinyi,56+,Regular,Bronze,Ruiru Town Center,0.6
C01312,Kiplagat Kinyua,46-55,New,Bronze,Githurai Kimbo,2.8
C01313,Kamau Juma,26-35,New,Gold,Kimbo,7.2
C01314,Nyambura Ochieng,18-25,Occasional,Silver,Mwiki,6.2
C01315,Hassan Mumbi,36-45,Regular,Bronze,Githurai Kimbo,4.5
C01316,Kinyua Simiyu,46-55,Regular,Bronze,Mwiki,7.3
C01317,Wanjiku Mutiso,36-45,Regular,Silver,Githurai 45,4.1
C01318,Mutiso Kamau,46-55,Occasional,Bronze,Githurai 45,4.7
C01319,Abdullah Adhiambo,46-55,New,Bronze,Githurai 45,3.4
C01320,Kamau Akinyi,46-55,Occasional,Bronze,Githurai 44,5.2
C01321,Hassan Mutiso,46-55,Occasional,Bronze,Ndenderu,2.9
C01322,Wairimu Kariuki,56+,Occasional,Gold,Githurai 45,3.4
C01323,Njoroge Ochieng,46-55,Occasional,Platinum,Green Valley,7.7
C01324,Omondi Wanjiku,18-25,New,Silver,Ruiru CBD,1.3
C01325,Otieno Kariuki,46-55,Premium,Platinum,Green Valley,1.3
C01326,Ochieng Muthoni,26-35,Occasional,Silver,Ruiru CBD,0.8
C01327,Achieng Kamau,36-45,Regular,Bronze,Ruiru CBD,2.9
C01328,Kinyua Juma,26-35,Regular,Bronze,Kahawa Wendani,3.5
C01329,Muthoni Mwangi,56+,Regular,Silver,Kihara,1.2
C01330,Akinyi Wanjiku,36-45,Regular,Silver,Kahawa Sukari,4.6
C01331,Mumbi Mutiso,46-55,New,Silver,Kihara,4.9
C01332,Wanjiku Wanjala,56+,New,Bronze,Mwiki,6.1
C01333,Juma Wairimu,46-55,Occasional,Silver,Mwiki,7.8
C01334,Wambui Achieng,26-35,New,Bronze,Kimbo,5.1
C01335,Kamau Wambui,18-25,Regular,Bronze,Kahawa Sukari,1.3
C01336,Wanjala Nyambura,26-35,Regular,Bronze,Green Valley,1.2
C01337,Njoroge Njoroge,26-35,Regular,Bronze,Githurai 44,6.3
C01338,Wanjala Muthoni,26-35,Regular,Bronze,Mwiki,5.4
C01339,Wanjiku Abdullah,46-55,Regular,Silver,Githurai 44,1.7
C01340,Were Mumbi,46-55,Occasional,Gold,Kihara,2.4
C01341,Ochieng Juma,56+,New,Silver,Githurai 45,6.1
C01342,Mwangi Wanjiku,26-35,Occasional,Silver,Mwiki,4.7
C01343,Kariuki Ochieng,46-55,Regular,Silver,Mwiki,4.9
C01344,Kinyua Okoth,36-45,Regular,Bronze,Githurai Kimbo,2.1
C01345,Mwangi Nyambura,18-25,Regular,Gold,Ruiru Town Center,5.2
C01346,Njeri Chebet,46-55,Regular,Bronze,Kimbo,6.3
C01347,Wairimu Otieno,36-45,Occasional,Platinum,Ruiru Town Center,7.1
C01348,Kipchoge Mwangi,26-35,Regular,Gold,Kahawa Sukari,6.0
C01349,Wanjala Maina,26-35,Regular,Bronze,Kihara,4.8
C01350,Simiyu Akinyi,46-55,Regular,Silver,Githurai 44,5.5
C01351,Nyambura Ochieng,18-25,Occasional,Bronze,Githurai 45,4.1
C01352,Maina Okoth,26-35,Regular,Gold,Ruiru CBD,2.2
C01353,Njeri Juma,56+,Regular,Bronze,Kahawa Wendani,7.1
C01354,Mwangi Hassan,18-25,Occasional,Silver,Green Valley,4.5
C01355,Njeri Kinyua,26-35,Regular,Silver,Githurai 44,5.0
C01356,Simiyu Mwangi,36-45,Occasional,Bronze,Ndenderu,7.9
C01357,Simiyu Njoroge,18-25,Regular,Gold,Kahawa Sukari,7.9
C01358,Akinyi Akinyi,56+,Occasional,Platinum,Ruiru Sports Club,4.9
C01359,Kamau Maina,46-55,Regular,Bronze,Kihara,0.8
C01360,Muthoni Chebet,18-25,Occasional,Bronze,Githurai 44,3.5
C01361,Ochieng Wairimu,26-35,Premium,Gold,Ruiru Sports Club,7.5
C01362,Akinyi Mwangi,26-35,Regular,Silver,Mwiki,2.7
C01363,Nyambura Ochieng,46-55,New,Gold,Ndenderu,8.0
C01364,Mwangi Okoth,26-35,New,Bronze,Mwiki,1.1
C01365,Mutiso Kamau,18-25,Regular,Bronze,Kahawa Sukari,4.8
C01366,Akinyi Kamau,18-25,Occasional,Bronze,Githurai 45,4.4
C01367,Chebet Njoroge,26-35,Occasional,Gold,Ndenderu,2.4
C01368,Mwangi Kamau,26-35,Regular,Silver,Kihara,7.6
C01369,Mutiso Wanjiku,56+,New,Bronze,Ruiru CBD,5.1
C01370,Mwangi Wambui,36-45,Occasional,Silver,Kimbo,2.2
C01371,Abdullah Kinyua,18-25,Regular,Bronze,Kahawa Wendani,3.4
C01372,Nyambura Hassan,46-55,Occasional,Bronze,Kahawa Wendani,5.9
C01373,Were Wanjala,18-25,Regular,Silver,Ruiru Town Center,2.7
C01374,Kiplagat Njeri,36-45,New,Bronze,Ndenderu,7.1
C01375,Maina Wambui,26-35,Occasional,Silver,Mwiki,1.7
C01376,Chebet Kariuki,26-35,Regular,Silver,Ruiru CBD,2.5
C01377,Abdullah Kipchoge,46-55,New,Bronze,Kahawa Wendani,1.6
C01378,Simiyu Kiplagat,18-25,Regular,Bronze,Kimbo,1.3
C01379,Omondi Hassan,26-35,Regular,Silver,Githurai Kimbo,2.8
C01380,Adhiambo Mutiso,36-45,New,Bronze,Ndenderu,8.0
C01381,Kamau Kariuki,46-55,Occasional,Silver,Githurai Kimbo,1.2
C01382,Akinyi Kamau,46-55,Regular,Gold,Mwiki,2.1
C01383,Abdullah Kamau,26-35,New,Bronze,Mwiki,2.5
C01384,Omondi Otieno,18-25,Regular,Silver,Kahawa Sukari,5.1
C01385,Njeri Kinyua,36-45,Occasional,Silver,Githurai 45,6.1
C01386,Wambui Hassan,26-35,Regular,Bronze,Ruiru CBD,6.1
C01387,Kariuki Maina,56+,Regular,Bronze,Ruiru Town Center,0.6
C01388,Simiyu Abdullah,36-45,Occasional,Silver,Kihara,5.4
C01389,Juma Wairimu,46-55,Regular,Bronze,Ruiru Sports Club,5.2
C01390,Wambui Omondi,26-35,Occasional,Bronze,Githurai 44,4.4
C01391,Were Ochieng,26-35,Regular,Bronze,Githurai 45,3.3
C01392,Kiplagat Omondi,56+,Regular,Bronze,Githurai 44,6.5
C01393,Kiplagat Achieng,46-55,Regular,Gold,Kahawa Sukari,3.1
C01394,Hassan Otieno,26-35,Occasional,Bronze,Githurai Kimbo,2.2
C01395,Maina Kiplagat,18-25,Regular,Platinum,Ruiru Sports Club,2.8
C01396,Simiyu Kinyua,18-25,Regular,Gold,Kihara,3.8
C01397,Abdullah Nyambura,26-35,Occasional,Silver,Kimbo,2.1
C01398,Wambui Were,36-45,Occasional,Gold,Ruiru Town Center,5.1
C01399,Were Juma,18-25,Regular,Silver,Kimbo,7.1
C01400,Kamau Kamau,46-55,Regular,Bronze,Mwiki,5.0
C01401,Muthoni Akinyi,46-55,Regular,Gold,Ruiru Sports Club,3.9
C01402,Wambui Kamau,36-45,Occasional,Gold,Githurai Kimbo,6.5
C01403,Nyambura Okoth,18-25,Regular,Gold,Kahawa Sukari,6.1
C01404,Wambui Abdullah,46-55,Regular,Bronze,Ndenderu,3.3
C01405,Nyambura Akinyi,26-35,New,Bronze,Githurai 44,5.0
C01406,Nyambura Wairimu,46-55,Occasional,Bronze,Githurai 44,6.0
C01407,Okoth Adhiambo,26-35,Occasional,Bronze,Githurai 45,2.3
C01408,Achieng Wanjala,46-55,Occasional,Silver,Kimbo,3.2
C01409,Ochieng Chebet,26-35,New,Bronze,Githurai Kimbo,1.3
C01410,Kipchoge Mumbi,36-45,Occasional,Gold,Mwiki,7.9
C01411,Wairimu Abdullah,26-35,Occasional,Bronze,Kimbo,1.1
C01412,Ochieng Ochieng,18-25,Occasional,Gold,Mwiki,1.8
C01413,Kamau Kariuki,56+,Regular,Silver,Githurai Kimbo,4.1
C01414,Kamau Wanjala,56+,Occasional,Gold,Mwiki,7.0
C01415,Adhiambo Abdullah,18-25,Regular,Gold,Githurai 44,3.2
C01416,Otieno Muthoni,36-45,Occasional,Gold,Ruiru Sports Club,6.3
C01417,Omondi Adhiambo,18-25,Regular,Bronze,Mwiki,5.6
C01418,Were Akinyi,46-55,Occasional,Bronze,Githurai 44,5.3
C01419,Chebet Juma,26-35,Regular,Bronze,Githurai 44,6.8
C01420,Mutiso Wanjiku,36-45,Occasional,Bronze,Kimbo,0.6
C01421,Muthoni Nyambura,18-25,Occasional,Bronze,Kahawa Wendani,7.5
C01422,Chebet Njeri,26-35,Occasional,Bronze,Githurai 44,6.7
C01423,Okoth Kiplagat,18-25,Regular,Bronze,Ruiru Town Center,7.5
C01424,Akinyi Abdullah,18-25,Occasional,Bronze,Kahawa Sukari,6.5
C01425,Nyambura Hassan,56+,Premium,Bronze,Green Valley,7.1
C01426,Abdullah Kiplagat,18-25,Occasional,Gold,Kahawa Sukari,2.0
C01427,Wanjala Wanjala,46-55,Occasional,Bronze,Kahawa Sukari,2.9
C01428,Omondi Kamau,26-35,Regular,Bronze,Ndenderu,2.9
C01429,Akinyi Juma,26-35,Occasional,Gold,Kahawa Sukari,1.3
C01430,Simiyu Omondi,56+,New,Bronze,Ndenderu,6.0
C01431,Simiyu Wanjiku,56+,Regular,Silver,Ruiru Town Center,1.5
C01432,Kiplagat Wanjala,46-55,Occasional,Gold,Githurai 45,0.9
C01433,Ochieng Simiyu,46-55,Regular,Gold,Ruiru Town Center,6.3
C01434,Achieng Wambui,46-55,Occasional,Bronze,Ndenderu,7.3
C01435,Omondi Mumbi,56+,Occasional,Silver,Kahawa Wendani,6.2
C01436,Hassan Njoroge,56+,Regular,Bronze,Green Valley,6.7
C01437,Njoroge Kamau,36-45,Premium,Platinum,Ruiru Town Center,5.0
C01438,Okoth Kiplagat,56+,Regular,Silver,Githurai 45,7.2
C01439,Okoth Otieno,56+,New,Bronze,Ruiru CBD,4.2
C01440,Kiplagat Chebet,26-35,New,Gold,Githurai 44,7.9
C01441,Mutiso Kariuki,18-25,Occasional,Bronze,Ruiru CBD,1.3
C01442,Akinyi Kamau,46-55,Regular,Gold,Kahawa Wendani,6.6
C01443,Adhiambo Omondi,26-35,Regular,Silver,Ruiru Sports Club,5.3
C01444,Abdullah Chebet,18-25,Regular,Gold,Ruiru Sports Club,4.9
C01445,Were Mumbi,18-25,Occasional,Bronze,Kahawa Sukari,5.9
C01446,Mumbi Muthoni,36-45,Regular,Gold,Mwiki,6.8
